gender,senior_citizen,partner,dependents,tenure,phone_service,internet_service,monthly_charges,contract,payment_method,total_charges,churn
Male,0,Yes,No,71,Yes,Fiber optic,97.65,One year,Electronic check,6545.74,1
Male,0,No,No,36,Yes,No,87.35,Two year,Electronic check,2790.68,0
Female,0,Yes,No,14,Yes,DSL,96.87,Month-to-month,Bank transfer (automatic),1208.69,0
Male,0,Yes,No,36,Yes,DSL,116.69,One year,Electronic check,3739.41,1
Female,1,Yes,No,5,Yes,DSL,77.62,One year,Electronic check,357.53,0
Male,0,No,No,23,No,No,110.24,Two year,Mailed check,2349.88,0
Female,1,Yes,No,69,Yes,DSL,83.47,One year,Electronic check,5672.18,0
Male,0,Yes,No,21,Yes,DSL,36.54,Month-to-month,Credit card (automatic),689.14,0
Female,0,No,No,65,Yes,Fiber optic,99.53,Month-to-month,Credit card (automatic),5763.78,1
Male,0,No,No,39,Yes,DSL,88.76,Two year,Credit card (automatic),3163.1,0
Male,0,Yes,No,47,Yes,DSL,117.75,One year,Credit card (automatic),5525.91,0
Male,1,Yes,Yes,51,Yes,Fiber optic,42.83,Two year,Electronic check,1791.25,0
Female,0,No,No,40,Yes,DSL,51.98,One year,Mailed check,2108.73,0
Male,1,Yes,No,2,Yes,No,101.79,One year,Bank transfer (automatic),184.88,1
Female,1,Yes,No,67,Yes,DSL,24.41,One year,Electronic check,1586.12,0
Female,1,No,No,34,Yes,No,82.59,Two year,Credit card (automatic),2858.59,1
Male,0,Yes,No,47,Yes,Fiber optic,72.62,Two year,Electronic check,3252.1,0
Male,0,No,No,40,No,DSL,35.22,Month-to-month,Mailed check,1392.26,0
Male,1,Yes,Yes,48,Yes,DSL,34.84,Month-to-month,Bank transfer (automatic),1771.3,0
Male,0,Yes,Yes,25,Yes,Fiber optic,100.64,Month-to-month,Credit card (automatic),2082.66,0
Male,0,Yes,No,61,Yes,Fiber optic,19.58,Month-to-month,Bank transfer (automatic),1087.93,0
Male,1,Yes,No,16,Yes,DSL,94.18,Two year,Bank transfer (automatic),1598.77,0
Female,1,Yes,No,47,Yes,No,92.73,Two year,Electronic check,4522.76,0
Male,1,Yes,Yes,42,Yes,Fiber optic,84.27,Month-to-month,Bank transfer (automatic),3469.88,1
Male,0,No,No,36,Yes,No,59.77,Month-to-month,Bank transfer (automatic),1892.69,1
Female,1,No,No,1,Yes,DSL,20.89,Month-to-month,Mailed check,18.93,1
Female,0,Yes,No,28,Yes,DSL,99.78,Two year,Bank transfer (automatic),2914.17,0
Male,1,No,No,3,Yes,Fiber optic,30.82,One year,Electronic check,92.6,1
Male,1,No,No,36,Yes,DSL,46.64,Month-to-month,Electronic check,1501.51,1
Male,1,No,No,50,Yes,DSL,114.57,Month-to-month,Credit card (automatic),4894.34,0
Female,1,Yes,No,38,Yes,DSL,48.79,One year,Electronic check,1896.66,0
Female,0,Yes,Yes,55,Yes,DSL,44.02,Month-to-month,Bank transfer (automatic),2348.03,0
Male,0,Yes,Yes,26,No,Fiber optic,117.28,Two year,Mailed check,3264.24,0
Male,0,Yes,No,22,Yes,DSL,26.77,Two year,Credit card (automatic),545.17,0
Male,0,Yes,No,32,Yes,No,34.39,Month-to-month,Electronic check,1002.26,1
Female,1,No,No,16,Yes,DSL,62.71,Month-to-month,Electronic check,898.61,1
Male,0,No,No,58,Yes,Fiber optic,98.34,Month-to-month,Credit card (automatic),5391.66,0
Male,1,Yes,No,59,Yes,Fiber optic,108.2,Month-to-month,Bank transfer (automatic),5770.38,1
Male,0,Yes,No,30,Yes,Fiber optic,95.07,Month-to-month,Mailed check,2393.0,1
Male,0,Yes,No,57,Yes,No,117.57,Month-to-month,Mailed check,6039.07,0
Female,0,No,No,1,Yes,No,19.72,Month-to-month,Mailed check,17.29,0
Male,1,No,No,11,Yes,DSL,81.19,Two year,Credit card (automatic),921.67,0
Male,1,Yes,No,20,Yes,Fiber optic,29.87,Month-to-month,Bank transfer (automatic),526.46,0
Female,1,No,No,28,Yes,No,110.86,Two year,Credit card (automatic),2915.68,0
Female,0,No,No,16,Yes,DSL,113.4,Month-to-month,Credit card (automatic),1805.17,1
Male,0,No,Yes,37,Yes,Fiber optic,48.91,Month-to-month,Mailed check,1554.14,0
Male,1,No,No,57,Yes,DSL,102.43,Month-to-month,Bank transfer (automatic),5594.07,1
Female,1,No,No,33,Yes,Fiber optic,82.29,Month-to-month,Bank transfer (automatic),2824.92,1
Male,0,Yes,No,32,Yes,Fiber optic,28.25,Month-to-month,Credit card (automatic),878.56,0
Female,1,Yes,Yes,4,No,Fiber optic,79.48,Two year,Bank transfer (automatic),300.57,1
Female,0,No,No,20,Yes,No,117.56,Two year,Electronic check,2440.8,1
Female,0,Yes,No,58,Yes,Fiber optic,49.43,Month-to-month,Credit card (automatic),3056.98,1
Male,1,No,No,59,Yes,No,18.12,Month-to-month,Bank transfer (automatic),1104.85,0
Female,0,Yes,No,7,Yes,Fiber optic,117.63,Month-to-month,Credit card (automatic),762.63,0
Female,0,Yes,Yes,1,Yes,Fiber optic,60.23,One year,Mailed check,58.97,1
Male,1,Yes,No,60,Yes,Fiber optic,61.96,Month-to-month,Mailed check,3557.47,1
Female,1,No,No,12,Yes,Fiber optic,90.69,Month-to-month,Bank transfer (automatic),978.21,0
Female,0,Yes,Yes,41,Yes,No,79.65,Two year,Bank transfer (automatic),3047.45,0
Female,0,Yes,No,60,Yes,DSL,48.8,Two year,Electronic check,3032.26,0
Male,1,Yes,No,57,Yes,No,28.2,One year,Mailed check,1443.65,0
Male,1,No,Yes,40,Yes,Fiber optic,102.39,Month-to-month,Bank transfer (automatic),4305.64,0
Female,1,No,No,27,Yes,Fiber optic,67.3,Month-to-month,Credit card (automatic),1958.42,1
Male,1,Yes,No,56,Yes,Fiber optic,86.59,Month-to-month,Electronic check,4362.97,0
Female,0,No,No,50,Yes,Fiber optic,105.77,One year,Electronic check,4505.34,1
Female,1,Yes,No,61,Yes,Fiber optic,19.81,One year,Mailed check,1291.63,0
Female,0,No,Yes,37,Yes,Fiber optic,105.66,Month-to-month,Electronic check,3379.6,1
Male,0,Yes,No,68,Yes,DSL,94.68,Two year,Electronic check,6570.74,0
Female,1,No,No,56,No,Fiber optic,114.58,Month-to-month,Mailed check,5326.77,0
Male,0,No,Yes,4,No,Fiber optic,41.83,One year,Bank transfer (automatic),147.45,1
Female,1,No,No,21,Yes,Fiber optic,50.89,Month-to-month,Mailed check,948.61,1
Male,0,Yes,Yes,58,Yes,Fiber optic,85.47,Month-to-month,Mailed check,4448.06,1
Male,1,No,No,8,Yes,DSL,112.43,Month-to-month,Credit card (automatic),952.52,0
Female,1,No,No,51,Yes,Fiber optic,119.25,One year,Mailed check,5264.24,0
Female,0,Yes,No,24,Yes,Fiber optic,60.51,Month-to-month,Credit card (automatic),1256.4,1
Female,0,No,No,15,Yes,Fiber optic,73.0,Month-to-month,Electronic check,1094.82,0
Male,1,No,Yes,39,Yes,Fiber optic,35.4,One year,Credit card (automatic),1473.93,1
Female,0,Yes,No,68,No,Fiber optic,88.79,One year,Credit card (automatic),5562.03,1
Female,0,No,No,65,Yes,Fiber optic,103.41,One year,Electronic check,6862.9,1
Female,0,Yes,No,29,Yes,DSL,99.46,One year,Bank transfer (automatic),2388.43,0
Female,1,No,No,0,Yes,DSL,53.28,One year,Bank transfer (automatic),55.11,0
Male,0,Yes,Yes,64,Yes,Fiber optic,116.25,One year,Mailed check,7500.14,0
Male,1,Yes,Yes,65,Yes,DSL,30.28,Month-to-month,Bank transfer (automatic),2072.75,0
Female,0,No,Yes,44,Yes,DSL,68.38,Month-to-month,Electronic check,2965.81,1
Female,0,No,Yes,45,No,DSL,74.57,Month-to-month,Mailed check,3572.92,1
Male,0,No,Yes,38,Yes,DSL,72.72,Month-to-month,Credit card (automatic),2546.06,1
Male,1,No,No,0,Yes,No,95.3,Month-to-month,Electronic check,96.3,1
Female,0,Yes,No,11,Yes,DSL,80.18,Month-to-month,Electronic check,889.61,1
Female,0,Yes,No,10,Yes,DSL,25.87,Month-to-month,Electronic check,230.2,1
Male,1,Yes,No,66,Yes,No,36.34,One year,Credit card (automatic),2540.79,0
Female,0,Yes,No,3,Yes,No,72.29,One year,Electronic check,221.77,0
Female,0,No,No,40,Yes,DSL,88.84,One year,Electronic check,3714.41,0
Male,0,No,No,26,Yes,No,70.45,Two year,Bank transfer (automatic),1674.68,0
Male,0,No,No,0,Yes,DSL,54.26,Month-to-month,Bank transfer (automatic),56.36,1
Female,1,Yes,No,67,Yes,Fiber optic,23.22,Month-to-month,Mailed check,1403.11,1
Male,1,Yes,No,1,Yes,DSL,98.16,Month-to-month,Credit card (automatic),105.1,1
Male,1,No,No,62,Yes,Fiber optic,68.71,Month-to-month,Electronic check,3519.74,1
Male,1,Yes,No,56,Yes,DSL,72.96,Month-to-month,Bank transfer (automatic),4008.08,0
Female,0,Yes,No,57,Yes,Fiber optic,65.83,Two year,Bank transfer (automatic),3186.4,0
Male,0,Yes,No,11,Yes,DSL,45.07,Month-to-month,Electronic check,499.18,0
Male,0,Yes,No,64,Yes,Fiber optic,46.19,Month-to-month,Credit card (automatic),2703.58,1
Male,1,Yes,Yes,43,Yes,Fiber optic,24.48,Month-to-month,Mailed check,1101.45,0
Female,0,No,Yes,29,No,DSL,90.18,Month-to-month,Electronic check,2737.88,1
Female,1,Yes,No,49,No,No,45.73,One year,Electronic check,2051.88,0
Male,0,No,Yes,24,Yes,Fiber optic,48.45,One year,Electronic check,1198.38,0
Male,1,No,No,20,Yes,DSL,119.34,One year,Credit card (automatic),2379.87,1
Male,0,No,Yes,21,Yes,DSL,57.35,One year,Electronic check,1121.14,0
Female,1,Yes,No,41,Yes,DSL,70.09,Month-to-month,Credit card (automatic),2612.88,1
Female,1,Yes,Yes,43,Yes,DSL,57.42,Month-to-month,Electronic check,2159.64,0
Male,1,Yes,No,17,Yes,Fiber optic,47.6,One year,Credit card (automatic),676.84,1
Male,0,Yes,No,17,Yes,Fiber optic,18.6,Month-to-month,Credit card (automatic),301.82,0
Female,0,Yes,Yes,69,Yes,Fiber optic,105.2,Month-to-month,Electronic check,6971.43,1
Female,1,No,Yes,37,Yes,Fiber optic,66.26,Month-to-month,Electronic check,2293.36,0
Male,0,Yes,No,62,Yes,Fiber optic,91.43,One year,Credit card (automatic),6049.34,1
Male,1,Yes,No,24,Yes,DSL,115.78,Month-to-month,Electronic check,2288.44,1
Female,1,Yes,No,21,Yes,Fiber optic,18.29,Two year,Electronic check,399.87,0
Female,1,No,No,20,Yes,No,86.85,Month-to-month,Credit card (automatic),1786.01,1
Female,1,No,No,38,Yes,DSL,30.1,Month-to-month,Credit card (automatic),1163.56,1
Male,1,No,Yes,56,Yes,Fiber optic,64.71,Month-to-month,Bank transfer (automatic),3466.05,0
Male,0,No,No,36,Yes,No,104.37,Month-to-month,Credit card (automatic),3266.96,0
Female,0,No,No,21,Yes,Fiber optic,25.29,Month-to-month,Mailed check,554.64,0
Female,0,No,Yes,70,Yes,No,118.94,One year,Bank transfer (automatic),8438.99,0
Female,0,Yes,No,41,Yes,DSL,77.25,Month-to-month,Mailed check,3282.96,0
Male,1,No,No,28,Yes,Fiber optic,58.29,Month-to-month,Bank transfer (automatic),1438.4,0
Female,0,No,Yes,0,Yes,DSL,19.99,Month-to-month,Bank transfer (automatic),19.27,0
Male,0,Yes,Yes,41,Yes,DSL,77.86,Month-to-month,Bank transfer (automatic),2962.89,1
Male,1,No,Yes,45,Yes,No,68.48,Two year,Credit card (automatic),3039.43,0
Female,1,No,Yes,67,Yes,DSL,39.96,Month-to-month,Mailed check,2719.3,0
Female,0,No,Yes,16,No,No,68.03,One year,Bank transfer (automatic),941.72,0
Female,1,Yes,No,11,Yes,Fiber optic,19.3,Month-to-month,Mailed check,183.69,1
Female,0,No,Yes,72,Yes,No,119.95,Month-to-month,Electronic check,7179.77,0
Male,1,No,No,40,Yes,No,51.88,Two year,Electronic check,1786.47,1
Female,1,Yes,No,1,Yes,Fiber optic,66.98,Month-to-month,Credit card (automatic),59.11,1
Male,1,Yes,No,7,Yes,No,98.05,Two year,Mailed check,575.75,0
Male,1,Yes,No,34,No,Fiber optic,90.7,Month-to-month,Bank transfer (automatic),2813.9,0
Female,1,Yes,Yes,45,Yes,Fiber optic,108.63,Month-to-month,Mailed check,4866.56,0
Female,1,No,Yes,17,Yes,Fiber optic,114.02,Two year,Credit card (automatic),1989.12,0
Female,1,No,Yes,26,No,DSL,37.3,Month-to-month,Bank transfer (automatic),882.43,1
Male,0,Yes,No,53,Yes,DSL,57.82,Two year,Electronic check,2579.65,0
Female,1,Yes,No,70,Yes,DSL,88.06,Two year,Mailed check,6271.68,0
Male,1,No,No,35,Yes,Fiber optic,22.59,Month-to-month,Bank transfer (automatic),728.75,1
Female,1,Yes,No,30,Yes,DSL,91.13,Month-to-month,Electronic check,2420.52,0
Female,1,No,No,26,No,Fiber optic,18.5,Two year,Mailed check,453.28,0
Female,1,Yes,Yes,9,Yes,Fiber optic,111.24,Month-to-month,Electronic check,1073.41,1
Male,0,Yes,No,3,Yes,Fiber optic,91.25,One year,Electronic check,251.0,0
Male,0,No,Yes,60,Yes,No,75.68,Month-to-month,Credit card (automatic),4856.19,0
Male,0,Yes,No,2,Yes,No,61.75,Month-to-month,Credit card (automatic),109.4,0
Female,1,No,No,59,Yes,No,118.78,Month-to-month,Bank transfer (automatic),5938.89,0
Female,1,Yes,Yes,18,Yes,Fiber optic,93.12,One year,Electronic check,1442.95,1
Male,0,No,No,50,Yes,DSL,100.34,One year,Credit card (automatic),5123.28,0
Female,0,No,No,69,Yes,No,102.19,One year,Bank transfer (automatic),6767.51,0
Female,1,No,Yes,54,Yes,DSL,20.23,Month-to-month,Credit card (automatic),1061.07,0
Male,1,Yes,No,53,Yes,DSL,23.58,Month-to-month,Electronic check,1339.23,0
Male,1,No,No,19,No,DSL,38.23,Month-to-month,Electronic check,690.97,1
Female,0,No,Yes,43,Yes,Fiber optic,84.83,Month-to-month,Bank transfer (automatic),3102.09,1
Female,0,Yes,Yes,46,Yes,Fiber optic,81.64,Month-to-month,Credit card (automatic),3781.03,1
Male,0,Yes,Yes,31,Yes,DSL,51.17,One year,Electronic check,1386.47,0
Female,0,No,Yes,2,Yes,Fiber optic,117.25,Month-to-month,Electronic check,227.75,1
Female,1,Yes,No,66,Yes,DSL,27.5,Month-to-month,Bank transfer (automatic),1891.48,0
Female,0,No,No,14,Yes,DSL,97.23,One year,Credit card (automatic),1285.05,1
Female,1,No,No,71,Yes,DSL,67.05,Month-to-month,Credit card (automatic),4292.66,0
Female,1,Yes,No,68,Yes,DSL,60.72,Two year,Credit card (automatic),4003.61,0
Male,0,No,No,1,Yes,Fiber optic,20.61,Month-to-month,Bank transfer (automatic),17.58,1
Male,0,No,No,53,Yes,DSL,92.24,Month-to-month,Credit card (automatic),4399.68,0
Male,1,Yes,No,46,No,DSL,96.7,Two year,Mailed check,4230.58,0
Female,0,No,Yes,16,Yes,DSL,50.53,One year,Electronic check,716.38,0
Male,0,Yes,No,59,Yes,Fiber optic,70.73,Two year,Bank transfer (automatic),3464.51,0
Male,1,Yes,No,8,Yes,No,79.86,Month-to-month,Bank transfer (automatic),621.08,0
Female,1,No,No,18,Yes,Fiber optic,55.5,Month-to-month,Mailed check,923.4,1
Male,1,Yes,No,69,Yes,Fiber optic,80.79,One year,Electronic check,5137.24,1
Male,0,No,Yes,54,Yes,No,62.28,Month-to-month,Bank transfer (automatic),3629.38,1
Male,0,Yes,No,8,Yes,DSL,107.56,One year,Credit card (automatic),730.6,0
Male,0,No,Yes,10,Yes,DSL,91.29,Month-to-month,Mailed check,785.17,0
Male,0,Yes,No,18,Yes,Fiber optic,29.27,Month-to-month,Credit card (automatic),552.06,0
Female,0,No,No,5,Yes,DSL,99.56,Month-to-month,Mailed check,425.06,0
Male,1,No,No,13,Yes,Fiber optic,52.43,One year,Electronic check,721.52,0
Male,0,No,No,41,Yes,Fiber optic,113.43,Month-to-month,Electronic check,4626.03,1
Female,1,No,Yes,0,Yes,DSL,79.54,Two year,Mailed check,76.15,0
Male,1,No,No,20,Yes,Fiber optic,20.81,Month-to-month,Electronic check,371.41,1
Female,1,No,No,22,Yes,Fiber optic,92.9,Month-to-month,Bank transfer (automatic),1866.94,1
Female,0,No,No,70,Yes,DSL,31.33,Month-to-month,Credit card (automatic),2269.31,0
Female,0,No,Yes,71,Yes,No,107.48,One year,Mailed check,6371.58,0
Male,1,No,Yes,61,Yes,Fiber optic,114.73,Two year,Credit card (automatic),7137.26,0
Male,0,No,No,24,Yes,DSL,88.92,Month-to-month,Credit card (automatic),2209.27,1
Female,1,Yes,No,38,Yes,DSL,72.35,Month-to-month,Mailed check,2759.06,0
Male,0,No,No,36,Yes,DSL,79.41,One year,Electronic check,2384.7,0
Female,0,No,No,62,Yes,DSL,61.74,Month-to-month,Electronic check,3877.99,0
Male,1,Yes,No,54,Yes,DSL,26.53,One year,Bank transfer (automatic),1444.11,0
Male,1,Yes,No,66,Yes,DSL,112.74,One year,Mailed check,6126.82,0
Female,0,No,Yes,40,No,No,51.58,Month-to-month,Bank transfer (automatic),2170.47,0
Female,1,Yes,No,67,Yes,No,49.91,One year,Bank transfer (automatic),2856.99,0
Female,0,Yes,No,54,Yes,Fiber optic,37.52,One year,Bank transfer (automatic),2167.51,0
Female,1,Yes,Yes,53,Yes,Fiber optic,119.23,Month-to-month,Electronic check,5298.01,0
Male,1,Yes,Yes,48,Yes,Fiber optic,114.14,Month-to-month,Electronic check,4831.64,0
Female,1,No,No,24,Yes,Fiber optic,53.64,Month-to-month,Mailed check,1286.67,1
Female,1,No,Yes,44,Yes,No,44.52,One year,Credit card (automatic),1676.18,0
Male,0,No,No,26,Yes,Fiber optic,100.15,One year,Bank transfer (automatic),2260.42,0
Male,1,No,Yes,47,Yes,Fiber optic,61.11,Month-to-month,Bank transfer (automatic),2363.52,0
Female,0,No,Yes,18,Yes,No,116.71,Month-to-month,Bank transfer (automatic),2174.07,0
Male,0,Yes,Yes,58,Yes,Fiber optic,109.92,Month-to-month,Mailed check,5290.15,1
Female,0,No,No,41,Yes,DSL,95.46,Month-to-month,Electronic check,3853.07,0
Male,0,Yes,No,51,Yes,DSL,27.17,Month-to-month,Electronic check,1346.04,1
Male,1,Yes,No,16,Yes,Fiber optic,89.62,Month-to-month,Electronic check,1366.41,1
Male,0,No,Yes,57,Yes,DSL,118.7,Month-to-month,Electronic check,6207.99,0
Male,0,No,No,58,Yes,DSL,56.08,One year,Electronic check,2920.5,1
Female,0,Yes,No,10,Yes,DSL,107.92,One year,Bank transfer (automatic),1153.46,0
Female,1,No,No,25,Yes,DSL,59.63,Month-to-month,Electronic check,1526.82,0
Female,1,Yes,No,49,Yes,No,117.08,One year,Electronic check,6080.62,0
Female,1,Yes,No,63,Yes,Fiber optic,84.67,Month-to-month,Electronic check,5391.89,1
Male,0,Yes,No,53,Yes,DSL,27.84,Month-to-month,Electronic check,1527.96,0
Female,0,Yes,No,34,Yes,Fiber optic,66.86,Two year,Electronic check,2433.93,0
Female,1,No,No,21,Yes,DSL,23.07,Month-to-month,Electronic check,454.41,0
Female,1,Yes,Yes,66,Yes,Fiber optic,58.3,Month-to-month,Electronic check,4062.48,1
Female,1,No,No,63,No,Fiber optic,111.37,Month-to-month,Credit card (automatic),5831.95,0
Female,1,Yes,No,65,Yes,DSL,41.68,One year,Electronic check,2297.53,0
Female,1,No,Yes,22,Yes,Fiber optic,114.96,Month-to-month,Electronic check,2396.33,1
Female,1,No,No,31,Yes,DSL,28.19,Two year,Mailed check,819.74,0
Female,0,No,No,17,Yes,Fiber optic,85.81,Month-to-month,Electronic check,1362.4,0
Female,0,Yes,Yes,69,No,No,116.5,Month-to-month,Mailed check,7714.31,0
Male,0,No,No,63,Yes,No,84.72,Month-to-month,Mailed check,5123.74,0
Male,0,No,No,12,Yes,DSL,109.7,One year,Credit card (automatic),1377.41,0
Female,0,Yes,No,18,Yes,Fiber optic,119.09,Month-to-month,Credit card (automatic),1950.56,1
Male,1,Yes,No,40,Yes,Fiber optic,83.47,Two year,Bank transfer (automatic),3012.34,0
Male,0,Yes,No,30,Yes,No,97.79,Two year,Electronic check,2941.01,0
Female,0,Yes,No,33,Yes,DSL,21.26,Month-to-month,Mailed check,693.58,0
Female,0,Yes,No,26,Yes,Fiber optic,61.59,Month-to-month,Electronic check,1658.6,1
Female,0,Yes,Yes,49,Yes,DSL,47.4,Month-to-month,Credit card (automatic),2091.3,1
Male,0,Yes,No,65,Yes,DSL,102.07,One year,Electronic check,5451.36,0
Male,0,No,No,66,Yes,Fiber optic,87.11,One year,Bank transfer (automatic),6125.59,0
Female,1,Yes,No,33,Yes,Fiber optic,80.67,Month-to-month,Electronic check,2213.54,1
Female,1,Yes,Yes,60,Yes,DSL,113.02,Two year,Mailed check,6759.52,0
Male,0,No,Yes,50,Yes,No,27.06,Month-to-month,Electronic check,1222.67,0
Female,1,Yes,No,14,Yes,Fiber optic,115.29,Two year,Mailed check,1501.27,1
Male,1,Yes,Yes,57,Yes,No,28.28,Two year,Bank transfer (automatic),1673.03,0
Female,1,Yes,No,25,Yes,Fiber optic,53.4,Month-to-month,Bank transfer (automatic),1240.34,0
Female,0,Yes,No,45,Yes,No,82.29,Month-to-month,Electronic check,3175.5,1
Female,1,Yes,No,52,Yes,Fiber optic,52.83,Month-to-month,Electronic check,2791.54,0
Female,0,Yes,Yes,68,Yes,DSL,87.62,Two year,Credit card (automatic),4917.0,0
Male,0,Yes,No,69,Yes,DSL,97.09,Month-to-month,Mailed check,5971.88,0
Male,0,No,No,58,No,No,102.51,Two year,Bank transfer (automatic),5707.16,0
Male,1,No,No,36,Yes,DSL,36.29,Month-to-month,Mailed check,1219.98,1
Female,0,Yes,No,29,Yes,Fiber optic,36.57,Month-to-month,Bank transfer (automatic),1040.65,0
Female,0,Yes,No,32,Yes,Fiber optic,23.34,Two year,Bank transfer (automatic),686.5,1
Female,0,Yes,No,69,Yes,DSL,68.07,Month-to-month,Electronic check,4328.37,0
Male,0,No,No,14,Yes,DSL,32.03,One year,Mailed check,408.35,0
Male,1,No,No,38,Yes,Fiber optic,50.5,Month-to-month,Mailed check,2016.27,1
Female,0,Yes,No,49,Yes,Fiber optic,103.72,Month-to-month,Electronic check,4190.33,0
Female,0,Yes,No,1,Yes,Fiber optic,114.76,Month-to-month,Bank transfer (automatic),122.14,1
Female,0,Yes,No,46,Yes,DSL,101.85,Month-to-month,Electronic check,4278.14,1
Male,0,No,No,18,Yes,Fiber optic,18.07,One year,Electronic check,297.57,0
Male,0,No,No,20,Yes,DSL,75.94,Month-to-month,Credit card (automatic),1532.06,1
Female,1,Yes,No,45,Yes,Fiber optic,35.0,Month-to-month,Credit card (automatic),1450.5,1
Female,0,No,Yes,0,Yes,DSL,56.33,Month-to-month,Electronic check,55.22,1
Male,0,Yes,Yes,11,No,DSL,61.65,One year,Bank transfer (automatic),715.41,0
Female,1,No,No,33,Yes,No,114.18,Two year,Electronic check,3918.7,0
Male,1,No,No,42,Yes,DSL,82.64,One year,Bank transfer (automatic),3311.2,0
Male,0,Yes,No,7,Yes,Fiber optic,45.3,Two year,Mailed check,319.11,0
Female,0,Yes,No,26,Yes,DSL,83.57,Month-to-month,Credit card (automatic),2003.41,0
Female,0,No,No,22,No,DSL,115.09,Month-to-month,Mailed check,2587.1,1
Female,1,Yes,No,39,No,DSL,24.03,Month-to-month,Mailed check,809.95,1
Male,0,No,No,21,Yes,No,101.23,Month-to-month,Credit card (automatic),1768.4,0
Female,0,Yes,Yes,0,Yes,Fiber optic,40.12,One year,Electronic check,38.54,1
Female,1,No,No,38,Yes,DSL,33.62,One year,Electronic check,1119.13,0
Female,0,Yes,Yes,61,Yes,Fiber optic,109.68,Month-to-month,Mailed check,6753.83,1
Male,0,Yes,No,42,Yes,Fiber optic,18.19,Two year,Bank transfer (automatic),646.59,0
Female,1,Yes,No,26,Yes,Fiber optic,93.59,Month-to-month,Electronic check,2000.71,1
Female,0,Yes,No,35,Yes,No,26.9,One year,Bank transfer (automatic),937.44,0
Female,1,Yes,No,10,Yes,Fiber optic,81.04,Month-to-month,Mailed check,770.05,0
Male,1,No,No,17,Yes,Fiber optic,81.33,One year,Bank transfer (automatic),1475.97,0
Female,0,Yes,Yes,31,Yes,DSL,106.0,Month-to-month,Credit card (automatic),2905.96,1
Male,1,Yes,Yes,43,Yes,No,101.91,Two year,Mailed check,3733.78,0
Male,1,Yes,No,35,No,Fiber optic,87.89,Two year,Mailed check,2540.92,1
Female,1,Yes,No,70,Yes,DSL,56.82,Month-to-month,Mailed check,3720.87,1
Male,0,No,No,46,Yes,No,34.97,Month-to-month,Electronic check,1361.23,0
Female,0,No,Yes,1,Yes,No,82.84,One year,Credit card (automatic),84.63,1
Male,0,Yes,No,38,Yes,Fiber optic,68.69,One year,Credit card (automatic),2189.23,1
Female,1,No,No,42,Yes,DSL,25.95,Month-to-month,Credit card (automatic),1154.64,0
Female,0,No,No,3,Yes,Fiber optic,115.47,One year,Credit card (automatic),332.77,1
Female,1,No,Yes,28,Yes,No,50.07,Two year,Mailed check,1403.44,0
Male,1,Yes,No,63,Yes,Fiber optic,18.22,One year,Bank transfer (automatic),980.32,0
Male,1,Yes,Yes,26,Yes,DSL,109.97,Month-to-month,Electronic check,2411.1,1
Male,0,Yes,No,33,Yes,DSL,76.86,Two year,Credit card (automatic),2313.07,0
Male,0,No,Yes,16,Yes,DSL,92.77,Month-to-month,Bank transfer (automatic),1417.99,0
Female,1,No,No,5,No,DSL,33.57,Month-to-month,Electronic check,162.75,1
Male,0,Yes,No,23,Yes,Fiber optic,59.27,Two year,Credit card (automatic),1234.72,0
Male,0,Yes,Yes,56,No,DSL,83.8,Month-to-month,Bank transfer (automatic),4180.78,0
Male,1,No,No,71,Yes,Fiber optic,43.6,Month-to-month,Credit card (automatic),3328.29,1
Male,1,No,No,48,Yes,No,89.55,One year,Bank transfer (automatic),3829.41,1
Female,1,Yes,No,60,No,Fiber optic,41.83,Two year,Credit card (automatic),2148.04,0
Female,1,No,No,47,No,DSL,39.33,Month-to-month,Mailed check,1688.54,1
Male,0,Yes,Yes,48,No,No,19.19,Month-to-month,Mailed check,828.09,0
Female,0,Yes,No,31,Yes,DSL,46.75,Month-to-month,Bank transfer (automatic),1347.3,0
Female,0,No,No,4,Yes,No,43.17,Month-to-month,Electronic check,169.6,1
Male,0,No,No,29,Yes,DSL,95.96,Month-to-month,Electronic check,2718.33,1
Male,1,No,No,63,Yes,Fiber optic,76.11,Month-to-month,Credit card (automatic),4802.39,1
Male,0,Yes,No,39,No,Fiber optic,36.14,Two year,Credit card (automatic),1213.18,0
Male,1,Yes,Yes,55,Yes,Fiber optic,75.95,One year,Credit card (automatic),3475.24,0
Male,1,Yes,No,3,Yes,Fiber optic,41.0,Two year,Electronic check,126.15,1
Male,1,Yes,No,14,No,DSL,61.4,Two year,Electronic check,753.4,0
Female,0,Yes,No,21,No,Fiber optic,108.6,Two year,Credit card (automatic),2057.27,0
Male,0,Yes,No,26,No,DSL,91.36,One year,Electronic check,2229.22,0
Female,1,Yes,Yes,72,Yes,Fiber optic,84.41,Month-to-month,Mailed check,6115.44,0
Male,1,Yes,Yes,33,Yes,Fiber optic,46.71,Two year,Mailed check,1329.53,1
Male,0,Yes,No,48,No,Fiber optic,30.71,Month-to-month,Credit card (automatic),1554.6,1
Female,0,No,No,47,Yes,DSL,94.8,Month-to-month,Mailed check,4026.07,1
Female,1,Yes,No,30,Yes,Fiber optic,75.92,Month-to-month,Electronic check,2449.54,0
Female,1,No,No,70,No,Fiber optic,81.52,Month-to-month,Mailed check,5102.7,0
Male,0,No,No,16,Yes,DSL,117.46,Month-to-month,Electronic check,1895.65,1
